Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Zimbabwe,"The first single-volume history of Zimbabwe with detailed coverage from pre-colonial times to the present, this book examines Zimbabwe's pre-colonial, colonial and postcolonial social, economic and political history and relates historical factors and trends to recent developments in the country. Zimbabwe is a country with a rich history, dating from the early San hunter-gatherer societies. The arrival of British imperial rule in 1890 impacted the country tremendously, as the European rulers exploited Zimbabwe's resources, giving rise to a movement of African nationalism and demands for independence. This culminated in the armed conflict of the 1960s and 1970s and independence in 1980. The 1990s were marked by economic decline and the rise of opposition politics. In 1999, Mugabe embarked on a violent land reform program that plunged the nation's economy into a downward spiral, with political violence and human rights violations making Zimbabwe an international pariah state. This book will be useful to those studying Zimbabwean history and those unfamiliar with the country's past.",['Alois S. Mlambo'],http://books.google.com/books/content?id=Yr8dAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Yr8dAwAAQBAJ&printsec=frontcover&dq=Zimbabwe&hl=&cd=1&source=gbs_api,Cambridge University Press,2014-04-07,https://play.google.com/store/books/details?id=Yr8dAwAAQBAJ&source=gbs_api,['History'],
White mother,"Into the lives of two ragged little Negro girls came an angel—a white angel. So it seemed to Veanie and Mingie Bennett, seven-year-old twins in a Florida town, half-savage, motherless, caring for their paralyzed and dying father. Alone they fought for their lives, stole food, and struggled against a hostile world. Then chance led them to the white side of town and the door of Mrs. Rossie Lee. It proved to be the door to a new life. “It was not at first intended to be an autobiography, but I found that I could do it no other way and still reveal and convey my full purpose—to write the story of a most gracious lady—a Southern white lady—to whom my sister and I attribute all that is sweet in our lives. I discovered that my sister and I were so intricately woven into the background, setting, and the story itself that we had to fulfill our inherent parts in this beautiful memory. Thus I ventured to tell the story as we lived it then and remember it now.”—Jessie Bennett Sams (“Veanie”)",['Jessie Bennett Sams'],http://books.google.com/books/content?id=SlxODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=SlxODQAAQBAJ&pg=PT210&dq=White+mother&hl=&cd=1&source=gbs_api,Pickle Partners Publishing,2016-10-21,https://play.google.com/store/books/details?id=SlxODQAAQBAJ&source=gbs_api,['History'],
The Art of Love: Poems,Publisher Description,"['Ovid', 'Publius Ovidius Naso']",http://books.google.com/books/content?id=I_tFBCGMwxcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=I_tFBCGMwxcC&printsec=frontcover&dq=The+Art+of+Love:+Poems&hl=&cd=1&source=gbs_api,Cambridge University Press,2003,http://books.google.com/books?id=I_tFBCGMwxcC&dq=The+Art+of+Love:+Poems&hl=&source=gbs_api,['History'],
The gods of revolution,Please fill in marketing copy,['Christopher Dawson'],http://books.google.com/books/content?id=XPVqBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=XPVqBgAAQBAJ&printsec=frontcover&dq=The+gods+of+revolution&hl=&cd=1&source=gbs_api,CUA Press,2015-01,http://books.google.com/books?id=XPVqBgAAQBAJ&dq=The+gods+of+revolution&hl=&source=gbs_api,['History'],
"Meet You in Hell: Andrew Carnegie, Henry Clay Frick, and the Bitter Partnership That Transformed America","Two founding fathers of American industry. One desire to dominate business at any price. “Masterful . . . Standiford has a way of making the 1890s resonate with a twenty-first-century audience.”—USA Today “The narrative is as absorbing as that of any good novel—and as difficult to put down.”—Miami Herald The author of Last Train to Paradise tells the riveting story of Andrew Carnegie, Henry Clay Frick, and the bloody steelworkers’ strike that transformed their fabled partnership into a furious rivalry. Set against the backdrop of the Gilded Age, Meet You in Hell captures the majesty and danger of steel manufacturing, the rough-and-tumble of the business world, and the fraught relationship between “the world’s richest man” and the ruthless coke magnate to whom he entrusted his companies. The result is an extraordinary work of popular history. Praise for Meet You in Hell “To the list of the signal relationships of American history . . . we can add one more: Andrew Carnegie and Henry Clay Frick . . . The tale is deftly set out by Les Standiford.”—Wall Street Journal “Standiford tells the story with the skills of a novelist . . . a colloquial style that is mindful of William Manchester’s great The Glory and the Dream.”—Pittsburgh Tribune-Review “A muscular, enthralling read that takes you back to a time when two titans of industry clashed in a battle of wills and egos that had seismic ramifications not only for themselves but for anyone living in the United States, then and now.”—Dennis Lehane, author of Mystic River",['Les Standiford'],http://books.google.com/books/content?id=N1EgsSULNbEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=N1EgsSULNbEC&printsec=frontcover&dq=Meet+You+in+Hell:+Andrew+Carnegie,+Henry+Clay+Frick,+and+the+Bitter+Partnership+That+Transformed+America&hl=&cd=1&source=gbs_api",Crown,2005-05-10,https://play.google.com/store/books/details?id=N1EgsSULNbEC&source=gbs_api,['History'],2.0
The Hunters (SIGNED),"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",['Ja Hunter'],http://books.google.com/books/content?id=PaG_wgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=PaG_wgEACAAJ&dq=The+Hunters+(SIGNED)&hl=&cd=1&source=gbs_api,Franklin Classics Trade Press,2018-11-10,http://books.google.com/books?id=PaG_wgEACAAJ&dq=The+Hunters+(SIGNED)&hl=&source=gbs_api,['History'],
Retief of the CDT (Jaime Retief Series #6),"This reference tracks the development of speculative fiction influenced by the advancement of science and the idea of progress from the eighteenth century to the present day. The major authors and publications of the genre and significant subgenres are covered. Additionally there are entries on fields of science and technology which have been particularly prolific in provoking such speculation. The list of acronyms and abbreviations, the chronology covering the literature from the 1700s through the present, the introductory essay, and the dictionary entries provide science fiction novices and enthusiasts as well as serious writers and critics with a wonderful foundation for understanding the realm of science fiction literature. The extensive bibliography that includes books, journals, fanzines, and websites demonstrates that science fiction literature commands a massive following.",['Brian M. Stableford'],http://books.google.com/books/content?id=nzmIPZg5xicC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=nzmIPZg5xicC&pg=PA193&dq=Retief+of+the+CDT+(Jaime+Retief+Series&hl=&cd=1&source=gbs_api,Scarecrow Press,2004,http://books.google.nl/books?id=nzmIPZg5xicC&dq=Retief+of+the+CDT+(Jaime+Retief+Series&hl=&source=gbs_api,['History'],1.0
Postmodernism and the Enlightenment: New Perspectives in Eighteenth-Century French Intellectual History,"First Published in 2001. Routledge is an imprint of Taylor & Francis, an informa company.",['Daniel Gordon'],http://books.google.com/books/content?id=tCupAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=tCupAgAAQBAJ&printsec=frontcover&dq=Postmodernism+and+the+Enlightenment:+New+Perspectives+in+Eighteenth-Century+French+Intellectual+History&hl=&cd=1&source=gbs_api,Routledge,2014-01-14,https://play.google.com/store/books/details?id=tCupAgAAQBAJ&source=gbs_api,['History'],
Tullahoma: The 1863 Campaign for the Control of Middle Tennessee,"""The Tullahoma campaign of 1863 is often overlooked, overshadowed by the simultaneous events at Gettysburg and Vicksburg. However, the strategic results of the campaign were enormous: the Confederacy lost the human, agricultural, and industrial capacity of middle Tennessee; Chattanooga came under fire; and the Union Army of the Cumberland took a large step forward in the campaign to divide the Confederacy.""--BOOK JACKET.",['Michael Raymond Bradley'],http://books.google.com/books/content?id=RRx3AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=RRx3AAAAMAAJ&q=Tullahoma:+The+1863+Campaign+for+the+Control+of+Middle+Tennessee&dq=Tullahoma:+The+1863+Campaign+for+the+Control+of+Middle+Tennessee&hl=&cd=1&source=gbs_api,White Mane Pub,2000,http://books.google.com/books?id=RRx3AAAAMAAJ&dq=Tullahoma:+The+1863+Campaign+for+the+Control+of+Middle+Tennessee&hl=&source=gbs_api,['History'],1.0
Viking Longship (New Vanguard),"Viking longships evolved from one-man canoes of the Scandinavian Stone Age, through wood-built-ships of c. 200 BC into the recognisable longboats of the 4th century AD. From this point, the Viking Longship developed into the pre-eminent raider and trader in the North Sea and Baltic, venturing as far afield as the Mediterranean, North Atlantic and modern-day Russia. Keith Durham uses reconstructions, original sources, translations and archaeological evidence to render a vivid picture of the vessels that dominated the seaways of Scandinavia, founded colonies on Iceland, Greenland and the New World and terrorised the coastlines of northern Europe. Also covered are Norman vessels, including the invasion fleet of William the Conqueror.",['Keith Durham'],http://books.google.com/books/content?id=qMhFvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=qMhFvgAACAAJ&dq=Viking+Longship+(New+Vanguard)&hl=&cd=1&source=gbs_api,Osprey Publishing,2002-02-25,http://books.google.com/books?id=qMhFvgAACAAJ&dq=Viking+Longship+(New+Vanguard)&hl=&source=gbs_api,['History'],1.0
Telling Memories Among Southern Women: Domestic Workers and Their Employers in the Segregated South,"In Telling Memories Among Southern Women, Susan Tucker presents a revealing collection of oral-history narratives that explore the complex, sometimes enigmatic bond between black female domestic workers and their white employers from the turn of the twentieth century to the civil rights revolution of the 1960s. Based on interviews with forty-two women of both races from the Deep South, these narratives express the full range of human emotions and successfully convey the ties that united—and the tensions and conflicts that separated—these two mutually dependent groups of women.",['Susan Tucker'],http://books.google.com/books/content?id=jZ6jiqm_VN0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=jZ6jiqm_VN0C&printsec=frontcover&dq=Telling+Memories+Among+Southern+Women:+Domestic+Workers+and+Their+Employers+in+the+Segregated+South&hl=&cd=1&source=gbs_api,LSU Press,2002-04-01,http://books.google.com/books?id=jZ6jiqm_VN0C&dq=Telling+Memories+Among+Southern+Women:+Domestic+Workers+and+Their+Employers+in+the+Segregated+South&hl=&source=gbs_api,['History'],2.0
The Spoils of World War II: The American Military's Role in the Stealing of Europe's Treasures,Recounts how the Nazis looted occupied countries of their cultural treasures only to have them stolen by the victorious American forces,['Kenneth D. Alford'],http://books.google.com/books/content?id=eRpnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=eRpnAAAAMAAJ&q=The+Spoils+of+World+War+II:+The+American+Military%27s+Role+in+the+Stealing+of+Europe%27s+Treasures&dq=The+Spoils+of+World+War+II:+The+American+Military%27s+Role+in+the+Stealing+of+Europe%27s+Treasures&hl=&cd=1&source=gbs_api,Birch Lane Press,1994,http://books.google.com/books?id=eRpnAAAAMAAJ&dq=The+Spoils+of+World+War+II:+The+American+Military%27s+Role+in+the+Stealing+of+Europe%27s+Treasures&hl=&source=gbs_api,['History'],
