Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,image_path,main_category,label
The Alamo (Dramatized),"After two short weeks under siege, the climactic battle of the Alamo lasted under an hour, but its aftermath spawned a legend. The Alamo: A Cultural History explores the transformation of the fort from its 1718 inception as a Franciscan mission to its current status as a tourist attraction, historical monument, and international symbol of freedom.",['Frank Thompson'],http://books.google.com/books/content?id=wsa7hP72mEAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=wsa7hP72mEAC&pg=PA246&dq=The+Alamo+(Dramatized)&hl=&cd=1&source=gbs_api,Taylor Trade Publishing,2001-11-01,https://play.google.com/store/books/details?id=wsa7hP72mEAC&source=gbs_api,['History'],,book_covers/988_The_Alamo__Dramatized_.jpg,History,1
Monster Manual: Core Rulebook III (Dungeons & Dragons),"Describes the characteristics and attributes of a variety of monsters, zombies, demons, giants, werewolves, animals, and aliens for use in the Dungeons and Dragons game.","['Skip Williams', 'Monte Cook', 'Jonathan Tweet']",http://books.google.com/books/content?id=fVFokgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=fVFokgEACAAJ&dq=Monster+Manual:+Core+Rulebook+III+(Dungeons&hl=&cd=1&source=gbs_api,,2000,http://books.google.nl/books?id=fVFokgEACAAJ&dq=Monster+Manual:+Core+Rulebook+III+(Dungeons&hl=&source=gbs_api,['Fiction'],,book_covers/328_Monster_Manual__Core_Rulebook_III__Dungeons___Dragons_.jpg,Fiction,0
Queer Cowboys: And Other Erotic Male Friendships in Nineteenth-Century American Literature,"Why do the earliest representations of cowboy-figures symbolizing the highest ideals of manhood in American culture exclude male-female desire while promoting homosocial and homoerotic bonds? Evidence from the best-known Western writers and artists of the post-Civil War period - Owen Wister, Mark Twain, Frederic Remington, George Catlin - as well as now-forgotten writers, illustrators, and photographers, suggest that in the period before the word 'homosexual' and its synonyms were invented, same-sex intimacy and erotic admiration were key aspects of a masculine code. These males-only clubs of journalists, cowboys, miners, Indian vaqueros defined themselves by excluding femininity and the cloying ills of domesticity, while embracing what Roosevelt called 'strenuous living' with other bachelors in the relative 'purity' of wilderness conditions. Queer Cowboys recovers this forgotten culture of exclusively masculine, sometimes erotic, and often intimate camaraderie in fiction, photographs, illustrations, song lyrics, historical ephemera, and theatrical performances.",['C. Packard'],http://books.google.com/books/content?id=WuQYDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WuQYDAAAQBAJ&pg=PP1&dq=Queer+Cowboys:+And+Other+Erotic+Male+Friendships+in+Nineteenth-Century+American+Literature&hl=&cd=1&source=gbs_api,Springer,2016-04-30,https://play.google.com/store/books/details?id=WuQYDAAAQBAJ&source=gbs_api,['History'],,book_covers/733_Queer_Cowboys__And_Other_Erotic_Male_Friendships_in_Nineteenth-Century_American_Literature.jpg,History,1
Crowd Breakers and Mixers 2,"A collection of more than 200 of the newest, most creative, youth-group-tested crowd breakers and mixers ever imaginedThe newest volume in the best-selling Ideas Library is Crowd Beakers and Mixers 2. These ideas are designed to grab the attention of youth groups and keep them entertained for months. It’s perfect for youth leaders, camp counselors, Sunday school teachers, and recreation directors.This volume includes a variety of large and small group gags, stunts, mixers, contests, word games, quizzes, and more. Features include:• User friendly—perfect to hand off to volunteer or student leaders• Conveniently organized• Multiple uses• Field-tested ideas contributed by youth workers and pastors• Ideal for all ages","['Youth Specialties,']",http://books.google.com/books/content?id=cR8o_ks9Ul8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cR8o_ks9Ul8C&pg=PT133&dq=Crowd+Breakers+and+Mixers+2&hl=&cd=1&source=gbs_api,Zondervan/Youth Specialties,2010-06-01,https://play.google.com/store/books/details?id=cR8o_ks9Ul8C&source=gbs_api,['Religion'],,book_covers/454_Crowd_Breakers_and_Mixers_2.jpg,Religion,2
Whatever Happened To the Promised Land? How to Reclaim God's Promised Blessings,"What does the Bible say about financial planning? Plenty! Richard Everett shares solid, biblically based principles and practical insights that transformed him from a financial failure, to the owner and CEO of one of the largest and most successful independent firms in the northeast.",['Richard Everett'],http://books.google.com/books/content?id=8AwQLQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=8AwQLQAACAAJ&dq=Whatever+Happened+To+the+Promised+Land%3F+How+to+Reclaim+God%27s+Promised+Blessings&hl=&cd=1&source=gbs_api,Gatekeeper Pub Llc,2008-07-01,http://books.google.com/books?id=8AwQLQAACAAJ&dq=Whatever+Happened+To+the+Promised+Land%3F+How+to+Reclaim+God%27s+Promised+Blessings&hl=&source=gbs_api,['Religion'],,book_covers/362_Whatever_Happened_To_the_Promised_Land__How_to_Reclaim_God_s_Promised_Blessings.jpg,Religion,2
"An Account of the Antiquities of the Indians: A New Edition, with an Introductory Study, Notes, and Appendices by Jos&eacute; Juan Arrom (Chronicles of the New World Encounter)","DIVThe first book written in the Americas in a European language, giving Pane’s fifteenth-century account of the native inhabitants he encountered during the Spanish conquest of the Antilles./div","['Fray Ramon Pané', 'José Juan Arrom']",http://books.google.com/books/content?id=ylpahoEeajkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=ylpahoEeajkC&printsec=frontcover&dq=An+Account+of+the+Antiquities+of+the+Indians:+A+New+Edition,+with+an+Introductory+Study,+Notes,+and+Appendices+by+Jos&hl=&cd=1&source=gbs_api",Duke University Press,1999-11-15,"http://books.google.nl/books?id=ylpahoEeajkC&dq=An+Account+of+the+Antiquities+of+the+Indians:+A+New+Edition,+with+an+Introductory+Study,+Notes,+and+Appendices+by+Jos&hl=&source=gbs_api",['History'],,book_covers/687_An_Account_of_the_Antiquities_of_the_Indians__A_New_Edition__with_an_Introductory_Study__Notes__and_Appendices_by_Jos_eacute__Juan_Arrom__Chronicles_of_the_New_World_Encounter_.jpg,History,1
Raincoast Chronicles First Five Collector's Edition,"A book that has become a west coast institution - articles, stories, poems, drawings covering every imaginable aspect of northwest history and folklore. The first five issues of ""Raincoast Chronicles,"" dating back to 1972. Winner of the first Eaton's British Columbia Book Award, this is the innovative institution at the heart of BC regional publishing. Northwest history and folklore, unromanticized, in a unique magazine format, blending reminiscences, articles, drawings, photos. . . ""The best source book available on Canada's west coast."" -""Books in Canada"" ""Utterly absorbing. . . until ""Raincoast Chronicles"" came along the fabulous west coast rum-runners and ghost logging camps went unrecalled save in the dimming memories of oldtimers."" -""Maclean's"" ""The magazine is a thoroughly professional production in terms of design, layout and graphics, and the quality of the writing is just as impressive."" -""Quill and Quire"" """"Raincoast Chronicles"" reveals western identity. . . as dense as the undergrowth in the rainforest, and as richly alive."" -""CBC Radio"" ""Still my favourite magazine"" -Lorne Parton",['Howard White'],http://books.google.com/books/content?id=LzeoPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=LzeoPwAACAAJ&dq=Raincoast+Chronicles+First+Five+Collector%27s+Edition&hl=&cd=1&source=gbs_api,Harbour Publishing Company,1998-10,http://books.google.nl/books?id=LzeoPwAACAAJ&dq=Raincoast+Chronicles+First+Five+Collector%27s+Edition&hl=&source=gbs_api,['History'],,book_covers/872_Raincoast_Chronicles_First_Five_Collector_s_Edition.jpg,History,1
Holes In The Floor Of Heaven Cd Included!,"Based on the popular music single, this book that offers comfort and encouragement to those who have grieved over the death of a loved one. Free CD single included.",['Steve Wariner'],http://books.google.com/books/content?id=3KiOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=3KiOAAAAMAAJ&q=Holes+In+The+Floor+Of+Heaven+Cd+Included!&dq=Holes+In+The+Floor+Of+Heaven+Cd+Included!&hl=&cd=1&source=gbs_api,J Countryman Books,1999,http://books.google.com/books?id=3KiOAAAAMAAJ&dq=Holes+In+The+Floor+Of+Heaven+Cd+Included!&hl=&source=gbs_api,['Religion'],1.0,book_covers/486_Holes_In_The_Floor_Of_Heaven_Cd_Included_.jpg,Religion,2
Soul of Viktor Tronko,"When Soviet agent Viktor Tronko defected to the US in 1964, he made two intriguing claims: he insisted that Russia had not placed a mole inside the CIA, and that Lee Harvey Oswald had not been recruited to assassinate the president. Convinced that Tronko was working as a disinformation agent, the CIA furiously did everything they could to break him. But Tronko had one more surprise for them: he refused to break. Almost two decades later, former CIA officer Mel Pokorny shows up at journalist Michael Kessler's house and offers to talk about Tronko. It's the scoop of a lifetime for Kessler. But the more he investigates, the closer he gets to the truth: a truth so shocking that someone would do anything to keep it under wraps. This could be the biggest story of his life...if it doesn't kill him first. Filled with fascinating characters and darkly delicious humor, The Soul of Viktor Tronko is a rich, suspenseful espionage saga inspired by a true story.","['David Quammen', 'Nancy Pearl']",http://books.google.com/books/content?id=09eroAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=09eroAEACAAJ&dq=Soul+of+Viktor+Tronko&hl=&cd=1&source=gbs_api,,2014-09-16,http://books.google.nl/books?id=09eroAEACAAJ&dq=Soul+of+Viktor+Tronko&hl=&source=gbs_api,['Fiction'],,book_covers/186_Soul_of_Viktor_Tronko.jpg,Fiction,0
The Silence of God: Meditations on Prayer,"Essays discuss the presence of God, the meaning of prayer, the relationship between God and man, and the nature of gifts.",['James P. Carse'],http://books.google.com/books/content?id=cWERAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=cWERAQAAIAAJ&q=The+Silence+of+God:+Meditations+on+Prayer&dq=The+Silence+of+God:+Meditations+on+Prayer&hl=&cd=1&source=gbs_api,Scribner Book Company,1985,http://books.google.com/books?id=cWERAQAAIAAJ&dq=The+Silence+of+God:+Meditations+on+Prayer&hl=&source=gbs_api,['Religion'],,book_covers/421_The_Silence_of_God__Meditations_on_Prayer.jpg,Religion,2
Development of Your Immortal Body,"Everyone, are you ready to start developing your immortal body? Well, what is stopping you? Children of God, now is as good a time as any to proclaim the keys to a prosperous life. Learn how to pray, fast, meditate fervently, and God will unleash His blessings upon you. Remember to exercise the physical body children of God, for this will prevent the body from getting sick or diseased. In this book you all shall discover the keys to a prosperous life. Furthermore, once you utilize these specific keys, their will be a greater amount of love, compassion, and understanding towards humankind. You all will be able to pray for your enemies and love your neighbors as God loves and prays for us. Come on everyone, this book just may change your lives.",['Evander Wright'],http://books.google.com/books/content?id=N3kOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=N3kOAAAACAAJ&dq=Development+of+Your+Immortal+Body&hl=&cd=1&source=gbs_api,Amer House Book Pubs,2002-06-01,http://books.google.com/books?id=N3kOAAAACAAJ&dq=Development+of+Your+Immortal+Body&hl=&source=gbs_api,['Religion'],,book_covers/518_Development_of_Your_Immortal_Body.jpg,Religion,2
